268.0,xaq,PART
269.0,t,INC
270.0,b',DIR
271.0,ka',PART
272.0,ójor,ADV
273.0,taq,PL
274.0,tziij,S
275.0,tambyeen,ADV
276.0,t,INC
277.0,koj,VT
278.0,saj,PAS
279.0,li,DEM
281.0,ko',PART
282.0,ri,AFI
283.0,wi',EXS
284.0,laj,PREP
285.0,qa,E1P
286.0,xo'l,SREL
287.0,li,DEM
288.0,wet,COND
289.0,ji'non,AFI
290.0,chi,PREP
291.0,qe,PART
292.0,per,ADV
293.0,kom,PART
294.0,ma,IMP
295.0,jita',NEG
296.0,chki',PART
297.0,jilon,AFI
298.0,re,PART
299.0,q,E1P
300.0,ijiil,S
301.0,qa,E1P
302.0,tz'aqt,S
303.0,mas,ADV
304.0,i',ENF
305.0,k'is,PART
306.0,sach,VT
307.0,taq,PL
308.0,che',PART
309.0,ta',NEG
310.0,chki',PART
311.0,ti,INC
312.0,j,E3S
313.0,ye',VT
314.0,taq,PL
315.0,j,E3S
316.0,q'iij,S
317.0,i,CONJ
318.0,chee',S
319.0,ti,INC
320.0,chkon,VI
321.0,i'n,ENF
322.0,koom,PART
323.0,ti,INC
324.0,j,E3S
325.0,b'ij,VI
326.0,taq,PL
327.0,pwees,ADV
328.0,porke,ADV
329.0,iin,PRON
330.0,pok,ADV
331.0,k'ex,ADJ
332.0,laj,PREP
333.0,w,E1S
334.0,anim,S
335.0,ti,INC
336.0,j,E3S
337.0,b'ij,VI
338.0,taq,PL
339.0,r,E3S
340.0,e,SREL
341.0,staq,PL
342.0,chee',S
343.0,koom,ADV
344.0,ti,INC
345.0,j,E3S
346.0,yoq',VT
347.0,taq,PL
348.0,taq,PL
349.0,ra,DIM
350.0,j,E3S
351.0,foot,S
352.0,qa,E1P
353.0,qaaj,S
354.0,Dyoos,S
355.0,neen,INT
356.0,chki',PART
357.0,t,INC
358.0,a,E2S
359.0,b'an,VT
360.0,taq,PL
361.0,j,E3S
362.0,q'iij,S
363.0,man,ART
364.0,chee',S
365.0,chee',S
366.0,ka',PART
367.0,li,DEM
368.0,jun,NUM
369.0,k'eer,S
370.0,regla,S
371.0,ka',PART
372.0,li,DEM
373.0,cha',VI
374.0,taq,PL
375.0,re,PART
376.0,ay,VOC
377.0,Dyoos,S
378.0,per,ADV
379.0,w,E1S
380.0,e,SREL
381.0,in,PRON
382.0,pok,ADV
383.0,k'ex,ADJ
384.0,ti,INC
385.0,b'e,VI
386.0,w,SC
387.0,ch,INC
388.0,we,COND
389.0,porke,ADV
390.0,ma,IMP
391.0,ri,E3S
392.0,ta',NEG
393.0,j,E3S
394.0,chola,ADV
395.0,j,SC
397.0,ti,INC
398.0,yol,VI
399.0,ow,AP
400.0,taq,PL
401.0,i,CONJ
402.0,pwes,ADV
403.0,chee',S
404.0,nim,ADJ
405.0,i',ENF
406.0,nim,ADJ
407.0,i',ENF
408.0,j,E3S
409.0,pet,VI
410.0,ik,SC
411.0,t,INC
412.0,qa,E1P
413.0,yoq',VT
414.0,jun,NUM
415.0,chee',S
416.0,nik',ADJ
417.0,i',ENF
418.0,pech,S
419.0,jun,NUM
420.0,tziij,S
421.0,kondo,ADV
422.0,kita',PART
423.0,j,E3S
424.0,cholá,ADV
425.0,j,SC
427.0,oj,E1P
428.0,yol,VI
429.0,ow,AP
430.0,ik,SC
431.0,cha',VI
432.0,entoons,ADV
433.0,j,E3S
434.0,chuch,S
435.0,i',ENF
436.0,jun,NUM
437.0,kirtyaan,S
438.0,t,INC
439.0,qa,E1P
440.0,b'ij,VI
441.0,b'i,VI
442.0,j,E2S
443.0,b'i,DIR
444.0,k,SC
445.0,ri',AFI
446.0,li,DEM
447.0,t,INC
448.0,qa,E1P
449.0,ri',AFI
450.0,li,DEM
451.0,t,INC
452.0,qa,E1P
453.0,yoq',VT
454.0,b',DIR
455.0,ik,SC
456.0,entoons,ADV
457.0,jilon,AFI
458.0,li,DEM
459.0,t,INC
460.0,qa,E1P
461.0,b'ij,VT
462.0,re,PRON
463.0,chee',S
464.0,ooj,PRON
465.0,cha',VI
466.0,re,PRON
467.0,chee',S
468.0,entoons,ADV
469.0,ta',NEG
470.0,moo,ADV
471.0,t,INC
472.0,q,E1P
473.0,yoq',VT
474.0,chee',S
475.0,porke,ADV
476.0,ri',AFI
477.0,chee',S
478.0,wi',EXS
479.0,chub',SREL
480.0,q,E1P
481.0,ichooch,S
482.0,i,CONJ
483.0,ri',AFI
484.0,t,INC
485.0,ya,VT
486.0,w,PART
487.0,q,E1P
488.0,úxub',S
489.0,mat,PART
490.0,wi',EXS
491.0,chee',S
492.0,sol,PART
493.0,q'aaq',ADJ
494.0,chaq,PL
495.0,seguro,ADV
496.0,ooj,PRON
497.0,jiq',VI
498.0,li,PREP
499.0,q'aaq',S
500.0,j,E3S
501.0,q'aaq',ADJ
502.0,al,SAB
503.0,qa,E1P
504.0,qaaj,S
505.0,q'iij,S
506.0,qa,E1P
507.0,qaaj,S
508.0,padre,S
509.0,etern,S
510.0,ti,INC
511.0,j,E3S
512.0,b'i,VT
513.0,taq,PL
514.0,qa,E1P
515.0,qaaj,S
516.0,qa,E1P
517.0,maam,S
518.0,q,E3S
519.0,eet',S
520.0,ójor,ADV
521.0,ójor,ADV
522.0,taq,PL
523.0,tziij,S
524.0,entoons,ADV
525.0,chee',S
526.0,pwees,ADV
527.0,re,PRON
528.0,ri,PART
529.0,ri',AFI
530.0,ti,INC
531.0,sik',VT
533.0,teew,S
534.0,ri',AFI
535.0,t,INC
536.0,ya',VT
537.0,w,PART
538.0,q,E1P
539.0,uxiib',SREL
540.0,ri',AFI
541.0,t,INC
542.0,b'an,VT
543.0,ow,AP
544.0,respirar,VT
545.0,qa,E1P
546.0,qe,PART
547.0,pulmon,S
548.0,ri',AFI
549.0,li,DEM
550.0,t,INC
551.0,b'en,VT
552.0,ow,AP
553.0,nim,ADJ
554.0,i',ENF
555.0,j,E3S
556.0,q'iij,S
557.0,qa,E1P
558.0,che',S
559.0,ri,AFI
560.0,loq'laj,ADJ
561.0,taq,PL
562.0,chee',S
563.0,k'aam,S
564.0,ti,INC
565.0,j,E3S
566.0,b'ij,VI
567.0,taq,PL
568.0,qa,E1P
569.0,qaaj,S
570.0,qa,E1P
571.0,chuuch,S
572.0,jilon,AFI
573.0,li,DEM
574.0,ti,INC
575.0,j,E3S
576.0,b'ij,VI
577.0,taq,PL
578.0,loq'laj,ADJ
579.0,chee',S
580.0,k'aam,S
581.0,cha',VI
582.0,taq,PL
583.0,qa,E1P
584.0,qaaj,S
585.0,qa,E1P
586.0,chuuch,S
587.0,qa,E1P
588.0,maam,S
589.0,qeet',S
590.0,o,CONJ
591.0,r,E3P
592.0,ech,SREL
593.0,aq,PL
594.0,entoons,ADV
595.0,ri,AFI
596.0,ti,INC
597.0,j,E3S
598.0,b'ij,VI
599.0,taq,PL
600.0,r,E3S
601.0,e,SREL
602.0,m,IMP
603.0,j,E3S
604.0,b'an,VT
605.0,ik,SC
606.0,rka',PART
607.0,t,INC
608.0,an,E1S
609.0,b'ij,VI
610.0,iin,PRON
611.0,pwees,ADV
612.0,kee,ADV
613.0,i,CONJ
614.0,li,DEM
615.0,es,ADV
616.0,inportant,ADV
617.0,i'n,ENF
618.0,rejwex,S
619.0,i',ENF
620.0,man,ART
621.0,man,ART
622.0,man,ART
623.0,man,ART
624.0,yoloj,S
625.0,li,DEM
626.0,mat,PART
627.0,ja',PART
628.0,ti,INC
629.0,sach,VT
630.0,chi,PREP
631.0,qe,SREL
632.0,pwees,ADV
633.0,ke,PART
634.0,li,DEM
635.0,li,DEM
636.0,man,ART
637.0,chee',S
638.0,t,INC
639.0,qa,E1P
640.0,ye',VT
641.0,j,E3S
642.0,q'iij,S
643.0,chee',S
644.0,kwaand,ADV
645.0,wi',EXS
646.0,jun,NUM
647.0,bween,ADV
648.0,k'iche'laaj,S
649.0,cha',VI
650.0,chi,PREP
651.0,k'otob',S
652.0,cha',VI
653.0,t,INC
654.0,oq',VI
655.0,ch,DIR
656.0,qe,PART
657.0,ja',S
658.0,uch,SREL
659.0,aq,PL
660.0,uch,SREL
661.0,aq,PL
662.0,tantaq,S
663.0,cha',VI
664.0,entoons,ADV
665.0,t,INC
666.0,el,VI
667.0,ch,DIR
668.0,ja',S
669.0,entoons,ADV
670.0,ri',AFI
671.0,li,DEM
672.0,j,E3S
673.0,b'an,VT
674.0,ik,SV
675.0,ta,INC
676.0,'alex,VI
677.0,ch,DIR
678.0,ja',S
679.0,peer,ADV
680.0,j,E3S
681.0,wi'l,SREL
682.0,i',ENF
683.0,chee',S
684.0,koom,ADV
685.0,ti,INC
686.0,j,E3S
687.0,b'ij,VI
688.0,taq,PL
689.0,li,PREP
690.0,kastiiy,S
691.0,pwees,ADV
692.0,e,CONJ
693.0,brinda,VI
694.0,kurason,S
695.0,del,ADJ
696.0,muntaño,S
697.0,cha',VI
698.0,taq,PL
699.0,ji'n,AFI
700.0,per,ADV
701.0,chi,INC
702.0,j,E3S
703.0,b'an,VT
704.0,ik,SC
705.0,t,MED
706.0,an,E2S
707.0,b'ij,VI
708.0,iin,PRON
709.0,jilon,AFI
710.0,li,DEM
711.0,per,ADV
712.0,kwand,ADV
713.0,chee',S
714.0,t,INC
715.0,loq'aa,VT
716.0,j,ITR
717.0,k,SC
718.0,t,INC
719.0,loq'a,VT
720.0,j,SC
721.0,che',S
722.0,ta',NEG
723.0,t,INC
724.0,b'en,VT
725.0,sáj,PAS
726.0,k'ex,ADJ
727.0,re,PRON
728.0,wi',EXS
729.0,taq,PL
730.0,ra,DIM
731.0,j,E3S
732.0,q'ab',S
733.0,taq,PL
734.0,ra,DIM
735.0,cheqej,ADJ
736.0,chaq,PART
737.0,ri',AFI
738.0,li,DEM
739.0,t,INC
740.0,qa,E1P
741.0,koj,VT
742.0,li,PREP
743.0,q'aaq',S
744.0,nim,ADJ
745.0,aq,PL
746.0,taq,PL
747.0,chee',S
748.0,koom,PART
749.0,ch,PREP
750.0,aw,E2S
751.0,il,VT
752.0,ka',PART
753.0,j,E3S
754.0,b'an,VT
755.0,ik,SV
756.0,t,INC
757.0,r,E3S
758.0,en,VT
759.0,taq,PL
760.0,kirtyaan,S
761.0,ori,ADV
762.0,tijin,PRG
763.0,ti,INC
764.0,j,E3S
765.0,qasaj,VT
766.0,taq,PL
767.0,nimaq,ADJ
768.0,taq,PL
769.0,chee',S
770.0,chaj,S
771.0,tijin,PRG
772.0,t,INC
773.0,r,E3S
774.0,en,VT
775.0,taq,PL
776.0,k'ex,ADJ
777.0,re,PART
778.0,entoons,ADV
779.0,ri',AFI
780.0,li,DEM
781.0,j,E3S
782.0,b'an,VT
783.0,ik,SC
784.0,ri,AFI
785.0,jun,NUM
786.0,sib'laj,ITS
787.0,j,E3S
788.0,b'an,VT
789.0,ik,SC
790.0,jun,NUM
791.0,jwert,ADV
792.0,kim,VI
793.0,ik,SC
794.0,t,INC
795.0,r,E3S
796.0,en,VT
797.0,taq,PL
798.0,nojeel,ADV
799.0,q'iij,S
800.0,jun,NUM
801.0,jwert,ADV
802.0,sach,VT
803.0,ik,SC
804.0,t,INC
805.0,r,E3S
806.0,en,VT
807.0,taq,PL
808.0,nojeel,ADV
809.0,q'iij,S
810.0,nin,INT
811.0,ni,INT
812.0,chek,ADV
813.0,lajori,ADV
814.0,lajori,ADV
815.0,t,INC
816.0,qa,E1P
817.0,b'ij,VI
818.0,ma,NEG
819.0,ta',NEG
820.0,chk,PART
821.0,i',ENF
822.0,ta',NEG
823.0,chk,PART
824.0,i',ENF
825.0,chee',S
826.0,oj,PRON
827.0,cha',VI
828.0,ay,VOC
829.0,x,COM
830.0,pet,VI
831.0,i',ENF
832.0,jwerte,ADJ
833.0,q'iij,S
834.0,cha',VI
835.0,ta',NEG
836.0,chki',PART
837.0,t,INC
838.0,k'is,VT
839.0,i',ENF
840.0,q'aaq',S
841.0,ta',NEG
842.0,chk,PART
843.0,i',ENF
844.0,t,INC
845.0,k'isi',VI
846.0,q,E1P
847.0,awaj,S
848.0,ooj,PRON
849.0,cha',VI
850.0,qa,E1P
851.0,táq'aj,S
852.0,ri',AFI
853.0,li,DEM
854.0,t,INC
855.0,b'en,VT
856.0,ow,AP
857.0,ik,SC
858.0,porke,ADV
859.0,neen,INT
860.0,chek,ADV
861.0,ta',NEG
862.0,chiki',PART
863.0,chee',S
864.0,ta',NEG
865.0,chk,PART
866.0,i',ENF
867.0,qleen,S
868.0,ti,INC
869.0,sik',VI
870.0,i'n,ENF
871.0,teew,S
872.0,entoons,ADV
873.0,j,E3S
874.0,wi'l,SREL
875.0,k'u,PART
876.0,li,DEM
877.0,jilon,DEM
878.0,li,DEM
879.0,t,INC
880.0,r,E3S
881.0,en,VT
882.0,entoons,ADV
883.0,lijori,ADV
884.0,qas,ITS
885.0,ti,INC
886.0,j,E3S
887.0,b'ij,VI
888.0,i',ENF
889.0,li,DEM
890.0,chi,PREP
891.0,qe,SREL
892.0,t,INC
893.0,qa,E1P
894.0,t'o,VT
895.0,chee',S
896.0,chee',S
897.0,pok,ADV
898.0,nim,ADJ
899.0,j,E3S
900.0,q'iij,S
901.0,ti,INC
902.0,chikon,VI
903.0,i',AFE
904.0,re,PART
905.0,q,E1P
906.0,ichooch,S
907.0,t,INC
908.0,chikon,VI
909.0,t,INC
910.0,qa,E1P
911.0,koj,VT
912.0,li,PREP
913.0,q'aaq',S
914.0,ti,INC
915.0,chikon,VI
916.0,i',ENF
917.0,chi,PREP
918.0,q,E1P
919.0,e,SREL
920.0,re,PART
921.0,oj,E1P
922.0,wi'n,VI
923.0,b'a,SREL
924.0,meex,S
925.0,ju,NUM
926.0,jun,NUM
927.0,qe,PART
928.0,qa,E1P
929.0,diyos,S
930.0,il,SAB
931.0,r,E3S
932.0,k'iil,SREL
933.0,aq,PL
934.0,xaq,PART
935.0,koom,ADV
936.0,ta',NEG
937.0,ti,INC
938.0,ch'eb',VT
939.0,on,AP
940.0,taq,PL
941.0,t,INC
942.0,an,E1S
943.0,b'ij,VI
944.0,iin,PRON
945.0,e,CONJ
947.0,mood,ADV
948.0,t,INC
949.0,r,E3S
950.0,en,VT
951.0,taq,PL
952.0,ri',AFI
953.0,rka',PART
954.0,j,E3S
955.0,b'an,VT
956.0,ik,SC
957.0,ne,INT
958.0,moo,ADV
959.0,t,INC
960.0,r,E3S
961.0,en,VT
962.0,taq,PL
963.0,yaq,PL
964.0,moos,S
965.0,ib',PL
966.0,sol,PART
967.0,b'a,SREL
968.0,meex,S
969.0,ti,INC
970.0,wi'n,VT
971.0,taq,PL
972.0,w,PART
973.0,t,INC
974.0,wi'n,VT
975.0,taq,PL
976.0,li,PREP
977.0,b'a,SREL
978.0,meex,S
979.0,per,ADV
980.0,lamas,ADV
981.0,k'u,PART
982.0,t,INC
983.0,pe,VI
984.0,w,PART
985.0,li,DEM
986.0,ri',AFI
987.0,mis,ADV
988.0,chee',S
989.0,ti,INC
990.0,j,E3S
991.0,koj,VT
992.0,taq,PL
993.0,pwerta,S
994.0,ri',AFI
995.0,mis,ADV
996.0,pwerta,S
997.0,entoons,ADV
998.0,ri',AFI
999.0,miim,ADV
1000.0,kaske,ADV
1001.0,ooj,PRON
1002.0,maas,ADV
1003.0,sechelk,VT
1004.0,oj,PRON
1005.0,r,E3S
1006.0,ik'iil,SREL
1007.0,aq,PL
1008.0,mas,ADV
1009.0,sechel,VT
1010.0,k,SC
1011.0,oj,PRON
1012.0,ma,NEG
1013.0,ri,DEM
1014.0,ta',NEG
1015.0,j,E3S
1016.0,chola,ADV
1017.0,j,SC
1019.0,ti,INC
1020.0,yol,VI
1021.0,ow,AP
1022.0,taq,PL
1023.0,ma,NEG
1024.0,ri',DEM
1025.0,ta',NEG
1026.0,nada,ADV
1027.0,entoons,ADV
1028.0,iin,PRON
1029.0,ri',DEM
1030.0,t,INC
1031.0,an,E1S
1032.0,b'ij,VI
1033.0,iin,PRON
1034.0,qas,ITS
1035.0,j,E3S
1036.0,chola,ADV
1037.0,j,SC
1039.0,pwees,ADV
1040.0,qa,E1P
1041.0,loq'a,VT
1042.0,j,SC
1043.0,chee',S
1044.0,pwes,ADV
1045.0,qa,E1P
1046.0,loq'a,VT
1047.0,j,SC
1048.0,taq,PL
1049.0,ra,DIM
1050.0,qa,E1P
1051.0,chee',S
1052.0,porke,ADV
1053.0,iin,PRON
1054.0,pok,ADV
1055.0,k'ex,ADJ
1056.0,laj,PREP
1057.0,w,E1S
1058.0,ánim,S
1059.0,t,INC
1060.0,b'en,VT
1061.0,sáj,PAS
1062.0,k'ex,ADJ
1063.0,re,SREL
1064.0,chee',S
1065.0,chee',S
1066.0,pok,ADV
1067.0,nim,ADJ
1068.0,j,E3S
1069.0,q'iij,S
1070.0,este,DEM
1071.0,k'is,ART
1072.0,okox,S
1073.0,xaq',SREL
1074.0,k'iche'laaj,S
1075.0,kwaand,ADV
1076.0,wi'n,VI
1077.0,aa,PART
1078.0,maas,ADV
1079.0,chee',S
1080.0,li,DEM
1081.0,tz'et,ADV
1082.0,i',ENF
1083.0,t,INC
1084.0,a,E2S
1085.0,b'i,VI
1086.0,jii'n,DEM
1087.0,x,COM
1088.0,w,E1S
1089.0,il,VT
1090.0,a'n,ENF
1091.0,oj,A1P
1092.0,pe,VI
1093.0,li,DEM
1094.0,la',PREP
1095.0,man,ART
1096.0,luwar,S
1097.0,li,DEM
1098.0,ti,INC
1099.0,j,E3S
1100.0,b'ij,VI
1101.0,taq,PL
1102.0,re,PART
1103.0,San,CLAS
1104.0,katalina,S
1105.0,cha',VI
1106.0,taq,PL
1107.0,re,SREL
1108.0,aat,PRON
1109.0,ta',NEG
1110.0,il,VT
1111.0,an,PAS
1112.0,a,E2S
1113.0,wi'l,SREL
1114.0,aat,PRON
1115.0,ta',NEG
1116.0,jun,NUM
1117.0,weelt,VT
1118.0,esel,VI
1119.0,k,SC
1120.0,at,E2S
1121.0,uch,SREL
1122.0,aq,PL
1123.0,loom,S
1124.0,aat,PRON
1125.0,b'ik,DIR
1126.0,wakot,VI
1127.0,ch,PREP
1128.0,aq,PL
1129.0,a',CONJ
1130.0,peer,ADV
1131.0,iin,E1S
1132.0,il,VT
1133.0,an,AP
1134.0,in,E1S
1135.0,wi'l,SREL
1136.0,wi',EXS
1137.0,jun,NUM
1138.0,juul,S
1139.0,kla',ADV
1140.0,i,CONJ
1141.0,wi',EXS
1142.0,jono,ADV
1143.0,aj,AGT
1144.0,q'iij,S
1145.0,ab',PL
1146.0,t,INC
1147.0,qej,VI
1148.0,taq,PL
1149.0,xílij,SREL
1150.0,wi',EXS
1151.0,aj,AGT
1152.0,q'iij,S
1153.0,b',PL
1154.0,t,INC
1155.0,qej,VI
1156.0,taq,PL
1157.0,xílij,SREL
1158.0,peer,ADV
1159.0,man,ART
1160.0,luwar,S
1161.0,li,DEM
1162.0,i,CONJ
1163.0,qas,ITS
1164.0,k'u,PART
1165.0,ne',ENF
1166.0,b'an,VT
1167.0,ik,SV
1168.0,t,INC
1169.0,an,E1S
1170.0,b'ij,VT
1171.0,iin,PRON
1172.0,pwees,ADV
1173.0,li,DEM
1174.0,luwar,S
1175.0,li,DEM
1176.0,qes,ITS
1177.0,k'u,PART
1178.0,ne',ENF
1179.0,tz'et,ADV
1180.0,li,DEM
1181.0,luwar,S
1182.0,sagrad,ADJ
1183.0,i',ENF
1184.0,li,DEM
1185.0,ne,INT
1186.0,moo,ADV
1187.0,ti,INC
1188.0,j,E3S
1189.0,b'ij,VI
1190.0,taq,PL
1191.0,re,PART
1192.0,k'aslem,ADJ
1193.0,juyub',S
1194.0,aal,SAB
1195.0,qas,ITS
1196.0,k'u,PART
1197.0,yo'l,ADJ
1198.0,i',ENF
1199.0,li,DEM
1200.0,yo'l,ADJ
1201.0,yo'l,ADJ
1202.0,yo'l,ADJ
1203.0,yo'l,ADJ
1204.0,k,SC
1205.0,wiitz,S
1206.0,i',ENF
1207.0,li,DEM
1208.0,yo'l,ADJ
1209.0,k,SC
1210.0,wiitz,S
1211.0,li,DEM
1212.0,entoons,ADV
1213.0,ri',DEM
1214.0,k'u,PART
1215.0,li,DEM
1216.0,pwees,ADV
1217.0,t,INC
1218.0,r,E3S
1219.0,en,VT
1220.0,taq,PL
1221.0,qa,E1P
1222.0,qaaj,S
1223.0,qa,E1P
1224.0,chuuch,S
1225.0,ójor,ADV
1226.0,taq,PL
1227.0,tziij,S
1228.0,t,INC
1229.0,an,A1S
1230.0,ta,VT
1231.0,yin,PRON
1232.0,a',CONJ
1233.0,nim,ADJ
1234.0,i',ENF
1235.0,j,E3S
1236.0,yol,VT
1237.0,ik,SC
1238.0,ri,DEM
1239.0,qaaj,CLAS
1240.0,nim,ADJ
1241.0,i',ENF
1242.0,j,E3S
1243.0,yol,VT
1244.0,ik,SC
1245.0,ri,DEM
1246.0,entoons,ADV
1247.0,ri',DEM
1248.0,li,DEM
1249.0,t,INC
1250.0,an,E1S
1251.0,b'ij,VT
1252.0,iin,PRON
1253.0,pwees,ADV
1254.0,li,DEM
1255.0,mood,ADV
1256.0,kirtyaan,S
1257.0,lajori,ADV
1258.0,pwees,ADV
1259.0,ti,INC
1260.0,j,E3S
1261.0,tik,VT
1262.0,a',ENF
1263.0,r,E3S
1264.0,ab'ix,S
1265.0,aq,PL
1266.0,cha',VI
1267.0,qa,E1P
1268.0,tik,VT
1269.0,e',ENF
1270.0,na,PART
1271.0,q,E1P
1272.0,ab'iix,S
1273.0,cha',VI
1274.0,taq,PL
1275.0,t,INC
1276.0,b'e,VI
1277.0,taq,PL
1278.0,li,PREP
1279.0,tik,VT
1280.0,ij,ITR
1281.0,ab'iix,S
1282.0,xaq,PART
1283.0,b'i,DIR
1284.0,j,E3S
1285.0,ch'ikch'ij,VT
1286.0,taq,PL
1287.0,peer,ADV
1288.0,ya,VOC
1289.0,x,COM
1290.0,ch'ik,VT
1291.0,maj,PAS
1292.0,i',SC
1293.0,ch,DIR
1294.0,yastw,ADV
1295.0,x,COM
1296.0,ok,VT
1297.0,tq,PL
1298.0,a',ENF
1299.0,re',PART
1300.0,a,PREP
1301.0,noo,ADV
1302.0,kwand,ADV
1303.0,t',INC
1304.0,el,VI
1305.0,ch,DIR
1306.0,woroon,S
